X : 1 if unit j processes task i starting at time t
    Size=320, Index=X_index
    Key              : Lower : Value : Upper : Fixed : Stale : Domain
     ('T1', 'U1', 0) :     0 :     1 :     1 : False : False : Binary
     ('T1', 'U4', 0) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 1) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 2) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 3) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 4) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 5) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 6) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 7) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 8) :     0 :     0 :     1 : False : False : Binary
     ('T1', 'U4', 9) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 10) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 11) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 12) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 13) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 14) :     0 :     0 :     1 : False : False : Binary
    ('T1', 'U4', 15) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 0) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 1) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 2) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 3) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 4) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 5) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 6) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 7) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 8) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U1', 9) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 10) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 11) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 12) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 13) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 14) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U1', 15) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 0) :     0 :     1 :     1 : False : False : Binary
     ('T2', 'U2', 1) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 2) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 3) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 4) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 5) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 6) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 7) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 8) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U2', 9) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 10) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 11) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 12) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 13) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 14) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U2', 15) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 0) :     0 :     1 :     1 : False : False : Binary
     ('T2', 'U3', 1) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 2) :     0 :     1 :     1 : False : False : Binary
     ('T2', 'U3', 3) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 4) :     0 :     1 :     1 : False : False : Binary
     ('T2', 'U3', 5) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 6) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 7) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 8) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U3', 9) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U3', 10) :     0 :     1 :     1 : False : False : Binary
    ('T2', 'U3', 11) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U3', 12) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U3', 13) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U3', 14) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U3', 15) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 0) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 1) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 2) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 3) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 4) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 5) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 6) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 7) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 8) :     0 :     0 :     1 : False : False : Binary
     ('T2', 'U4', 9) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 10) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 11) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 12) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 13) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 14) :     0 :     0 :     1 : False : False : Binary
    ('T2', 'U4', 15) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 0) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 1) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 2) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 3) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 4) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 5) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 6) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 7) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 8) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U1', 9) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 10) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 11) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 12) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 13) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 14) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U1', 15) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 0) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 1) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 2) :     0 :     1 :     1 : False : False : Binary
     ('T3', 'U2', 3) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 4) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 5) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 6) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 7) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U2', 8) :     0 :     1 :     1 : False : False : Binary
     ('T3', 'U2', 9) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U2', 10) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U2', 11) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U2', 12) :     0 :     1 :     1 : False : False : Binary
    ('T3', 'U2', 13) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U2', 14) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U2', 15) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 0) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 1) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 2) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 3) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 4) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 5) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 6) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 7) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 8) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U3', 9) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 10) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 11) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 12) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 13) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 14) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U3', 15) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 0) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 1) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 2) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 3) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 4) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 5) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 6) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 7) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 8) :     0 :     0 :     1 : False : False : Binary
     ('T3', 'U4', 9) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 10) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 11) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 12) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 13) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 14) :     0 :     0 :     1 : False : False : Binary
    ('T3', 'U4', 15) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 0) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 1) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 2) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 3) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 4) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 5) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 6) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 7) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 8) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U1', 9) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 10) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 11) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 12) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 13) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 14) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U1', 15) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 0) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 1) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 2) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 3) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 4) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 5) :     0 :     1 :     1 : False : False : Binary
     ('T4', 'U2', 6) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 7) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 8) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U2', 9) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 10) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 11) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 12) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 13) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 14) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U2', 15) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 0) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 1) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 2) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 3) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 4) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 5) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 6) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 7) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 8) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U3', 9) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 10) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 11) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 12) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 13) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 14) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U3', 15) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 0) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 1) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 2) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 3) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 4) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 5) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 6) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 7) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 8) :     0 :     0 :     1 : False : False : Binary
     ('T4', 'U4', 9) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 10) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 11) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 12) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 13) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 14) :     0 :     0 :     1 : False : False : Binary
    ('T4', 'U4', 15) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 0) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 1) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 2) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 3) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 4) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 5) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 6) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 7) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 8) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U1', 9) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 10) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 11) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 12) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 13) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 14) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U1', 15) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 0) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 1) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 2) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 3) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 4) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 5) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 6) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 7) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 8) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U2', 9) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 10) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 11) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 12) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 13) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 14) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U2', 15) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 0) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 1) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 2) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 3) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 4) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 5) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 6) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 7) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 8) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U3', 9) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 10) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 11) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 12) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 13) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 14) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U3', 15) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 0) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 1) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 2) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 3) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 4) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 5) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 6) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 7) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 8) :     0 :     0 :     1 : False : False : Binary
     ('T5', 'U4', 9) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U4', 10) :     0 :     1 :     1 : False : False : Binary
    ('T5', 'U4', 11) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U4', 12) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U4', 13) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U4', 14) :     0 :     0 :     1 : False : False : Binary
    ('T5', 'U4', 15) :     0 :     0 :     1 : False : False : Binary

B : Batch size of task i processed in unit j starting at time t
    Size=320, Index=B_index
    Key              : Lower : Value : Upper : Fixed : Stale : Domain
     ('T1', 'U1', 0) :     0 :   6.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 1) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 2) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 3) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 4) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 5) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 6) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 7) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 8) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U1', 9) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 10) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 11) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 12) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 13) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 14) :     0 :   0.0 :    10 : False : False : NonNegativeReals
    ('T1', 'U1', 15) :     0 :   0.0 :    10 : False : False : NonNegativeReals
     ('T1', 'U2', 0) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 1) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 2) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 3) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 4) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 5) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 6) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 7) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 8) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U2', 9) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 10) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 11) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 12) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 13) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 14) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U2', 15) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 0) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 1) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 2) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 3) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 4) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 5) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 6) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 7) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 8) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U3', 9) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 10) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 11) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 12) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 13) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 14) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U3', 15) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 0) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 1) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 2) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 3) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 4) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 5) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 6) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 7) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 8) :     0 :     0 :     0 : False : False : NonNegativeReals
     ('T1', 'U4', 9) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U4', 10) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U4', 11) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U4', 12) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U4', 13) :     0 :     0 :     0 : False : False : NonNegativeReals
    ('T1', 'U4', 14) :     0 :     0 :     0 : False : False : NonNegativeReals
